loan_id,loan_grade,loan_subgrade,grade_mismatch_flag,loan_purpose,loan_term_months,loan_amount,loan_amount_clean,loan_amount_flag,interest_rate,interest_rate_clean,interest_rate_flag,installment,issue_date,first_payment_date,date_sequence_flag,loan_status,total_payment,principal_received,interest_received,charged_off_amount,credit_score_clean,credit_score_flag,credit_score,dti,dti_clean,dti_flag,annual_income,employment_length,employment_length_clean,home_ownership,addr_state,state_name,state_flag
LN002779,B,B2,OK,vacation,60,,,FLAGGED,9.53,9.53,OK,710.36,9/14/2022,10/18/2022,OK,Charged Off,14773.09,10341.16,4431.93,23458.84,612,OK,612,29.77,29.77,OK,236400,2 years,2 years,RENT,MN,Minnesota,OK
LN000559,D,D4,OK,credit_card,36,3800,3800,OK,19.8,19.8,OK,140.83,5/7/2023,6/8/2023,OK,Current,3943.24,2563.11,1380.13,0,604,OK,604,29.69,29.69,OK,193300,2 years,2 years,MORTGAGE,TX,Texas,OK
LN002188,B,B5,OK,vacation,36,39800,39800,OK,9.82,9.82,OK,1280.87,4/7/2023,5/8/2023,OK,Fully Paid,45971.69,39800,6171.69,0,739,OK,739,7.13,7.13,OK,249500,9 years,9 years,RENT,OH,Ohio,OK
LN000113,C,C1,OK,renewable_energy,36,,,FLAGGED,15.95,15.95,OK,674.54,7/2/2022,7/30/2022,OK,Current,16188.96,10522.82,5666.14,0,649,OK,649,9.98,9.98,OK,175700,4 years,4 years,OWN,NH,New Hampshire,OK
LN000532,C,C5,OK,educational,36,18300,18300,OK,16.43,16.43,OK,647.27,1/3/2023,2/3/2023,OK,Fully Paid,23100.89,18300,4800.89,0,780,OK,780,37.6,37.6,OK,82300,8 years,8 years,OWN,KS,Kansas,OK
LN000225,B,B4,OK,wedding,36,16400,16400,OK,9.63,9.63,OK,526.34,3/4/2021,4/3/2021,OK,Current,15790.2,10263.63,5526.57,0,782,OK,782,30.57,30.57,OK,224500,7 years,7 years,RENT,OK,Oklahoma,OK
LN000724,A,A1,OK,renewable_energy,36,20700,20700,OK,5.56,5.56,OK,625.62,9/22/2022,10/21/2022,OK,Fully Paid,22805.2,20700,2105.2,0,774,OK,774,26.11,26.11,OK,153300,8 years,8 years,RENT,NJ,New Jersey,OK
LN002904,C,C5,OK,medical,36,11100,11100,OK,14.28,14.28,OK,380.88,7/14/2023,8/15/2023,OK,Default,3047.04,2132.93,914.11,0,807,OK,807,34.62,34.62,OK,119700,6 years,6 years,RENT,IN,Indiana,OK
LN003077,B,B5,OK,vacation,60,20400,20400,OK,8.57,8.57,OK,419.23,6/4/2022,7/2/2022,OK,Fully Paid,25192.53,20400,4792.53,0,791,OK,791,32.06,32.06,OK,196200,1 year,1 year,RENT,VA,Virginia,OK
LN001434,E,E3,OK,wedding,60,35300,35300,OK,25.27,25.27,OK,1041.7,11/19/2022,12/24/2022,OK,Charged Off,10269.55,7188.68,3080.86,28111.32,,NULL,,41.43,41.43,OK,176900,9 years,9 years,MORTGAGE,MI,Michigan,OK
LN002374,E,E5,OK,wedding,60,,,FLAGGED,25.95,25.95,OK,439.69,12/2/2022,1/5/2023,OK,Fully Paid,26558.34,14700,11858.34,0,,NULL,,25.77,25.77,OK,74800,,MISSING,OWN,FL,Florida,OK
LN002788,B,B3,OK,small_business,36,,,FLAGGED,8.63,8.63,OK,1265.11,12/14/2021,1/16/2022,OK,Fully Paid,45735.53,40000,5735.53,0,666,OK,666,20.73,20.73,OK,189200,2 years,2 years,RENT,TN,Tennessee,OK
LN002869,A,A1,OK,credit_card,36,36300,36300,OK,6.35,6.35,OK,1110.08,7/30/2022,8/31/2022,OK,Fully Paid,40636.24,36300,4336.24,0,644,OK,644,6.85,6.85,OK,70100,6 years,6 years,MORTGAGE,MS,Mississippi,OK
LN001459,D,D5,OK,vacation,36,20900,20900,OK,21.91,21.91,OK,797.21,4/5/2023,5/9/2023,OK,Fully Paid,28329.29,20900,7429.29,0,600,OK,600,44.67,44.67,OK,147200,9 years,9 years,RENT,AL,Alabama,OK
LN003237,B,B4,OK,home_improvement,36,9600,9600,OK,9.33,9.33,OK,306.75,12/2/2022,1/5/2023,OK,Fully Paid,10900.95,9600,1300.95,0,685,OK,685,6.75,6.75,OK,30400,6 years,6 years,RENT,OH,Ohio,OK
LN000847,D,D5,OK,medical,60,3500,3500,OK,18.87,18.87,OK,90.54,2/20/2022,3/27/2022,OK,Fully Paid,5527.03,3500,2027.03,0,650,OK,650,34.87,34.87,OK,101000,3 years,3 years,MORTGAGE,RI,Rhode Island,OK
LN000194,F,D4,GRADE_MISMATCH,debt_consolidation,36,24500,24500,OK,27.57,27.57,OK,1007.72,10/8/2023,11/7/2023,OK,Charged Off,1234.11,863.88,370.23,23636.12,689,OK,689,13.09,13.09,OK,79000,,MISSING,RENT,LA,Louisiana,OK
LN001465,A,A2,OK,moving,60,4500,4500,OK,6.42,6.42,OK,87.88,5/17/2021,6/14/2021,OK,Charged Off,983.32,688.32,295,3811.68,684,OK,684,7.15,7.15,OK,84200,9 years,9 years,MORTGAGE,ME,Maine,OK
LN000947,C,C2,OK,major_purchase,60,13800,13800,OK,16.19,16.19,OK,336.98,11/20/2023,12/23/2023,OK,Charged Off,7532.86,5273,2259.86,8527,594,OK,594,20.65,20.65,OK,87700,10+ years,10+ years,OWN,IA,Iowa,OK
LN002022,B,B1,OK,home_improvement,36,,,FLAGGED,11.83,11.83,OK,1007.25,7/19/2023,8/23/2023,OK,Current,18130.5,11784.83,6345.67,0,,BELOW_MIN,168,41.96,41.96,OK,202800,8 years,8 years,OWN,ON,,INVALID_STATE
LN002552,B,B4,OK,renewable_energy,36,10400,10400,OK,10.99,10.99,OK,340.43,10/27/2021,11/30/2021,OK,Fully Paid,12397.13,10400,1997.13,0,774,OK,774,31.81,31.81,OK,241400,3 years,3 years,MORTGAGE,CA,California,OK
LN001630,G,G3,OK,medical,36,17300,17300,OK,34.78,34.78,OK,780.43,10/26/2022,11/30/2022,OK,Charged Off,3903.31,2732.32,1170.99,14567.68,697,OK,697,9.92,9.92,OK,57700,8 years,8 years,MORTGAGE,SD,South Dakota,OK
LN000118,C,C4,OK,major_purchase,60,13700,13700,OK,16.34,16.34,OK,335.64,12/1/2022,12/29/2022,OK,Current,11411.76,7417.64,3994.12,0,712,OK,712,20.48,20.48,OK,73200,3 years,3 years,RENT,NH,New Hampshire,OK
LN000646,E,E1,OK,vacation,60,25900,25900,OK,22.76,22.76,OK,726.57,6/22/2022,7/20/2022,OK,Current,17437.68,11334.49,6103.19,0,656,OK,656,19.16,19.16,OK,27100,3 years,3 years,MORTGAGE,MT,Montana,OK
LN001871,D,D1,OK,medical,60,1600,1600,OK,19.5,19.5,OK,41.95,4/5/2023,5/9/2023,OK,Default,251.7,176.19,75.51,0,628,OK,628,36.81,36.81,OK,95300,1 year,1 year,RENT,VT,Vermont,OK
LN000004,B,B5,OK,major_purchase,36,37000,37000,OK,8.74,8.74,OK,1172.12,9/2/2021,10/3/2021,OK,Current,9376.96,6095.02,3281.94,0,798,OK,798,14.31,14.31,OK,66300,4 years,4 years,OWN,MS,Mississippi,OK
LN000075,D,D4,OK,educational,36,21900,21900,OK,17.58,17.58,OK,787.13,12/19/2022,1/16/2023,OK,Late (31-120 Days),3935.65,2754.95,1180.69,0,706,OK,706,9.64,9.64,OK,121100,10+ years,10+ years,RENT,AB,,INVALID_STATE
LN001756,F,F3,OK,renewable_energy,36,10000,10000,OK,31.1,31.1,OK,430.56,9/25/2023,10/29/2023,OK,Current,14208.48,9235.51,4972.97,0,799,OK,799,44.62,44.62,OK,27000,4 years,4 years,OTHER,MN,Minnesota,OK
LN000468,C,C4,OK,small_business,36,38600,38600,OK,13.75,13.75,OK,1314.57,1/30/2023,3/6/2023,OK,Fully Paid,47149.01,38600,8549.01,0,798,OK,798,22.12,22.12,OK,53500,10+ years,10+ years,MORTGAGE,UT,Utah,OK
LN000006,D,D2,OK,renewable_energy,36,3800,3800,OK,18.15,18.15,OK,137.67,1/11/2023,2/8/2023,OK,Current,3854.76,2505.59,1349.17,0,648,OK,648,7.65,7.65,OK,153800,2 years,2 years,OWN,TN,Tennessee,OK
LN001247,A,A4,OK,renewable_energy,36,32100,32100,OK,6.04,6.04,OK,977.13,3/25/2021,4/22/2021,OK,Fully Paid,35784.41,32100,3684.41,0,688,OK,688,11.41,11.41,OK,101400,1 year,1 year,RENT,ID,Idaho,OK
LN000920,D,D1,OK,medical,36,37400,37400,OK,-19.99,,NEGATIVE_RATE,1389.73,2/28/2023,4/3/2023,OK,Current,16676.76,10839.89,5836.87,0,763,OK,763,18.61,18.61,OK,169900,4 years,4 years,MORTGAGE,CT,Connecticut,OK
LN002596,A,A4,OK,debt_consolidation,36,,,FLAGGED,6.09,6.09,OK,444.76,7/30/2023,8/28/2023,OK,Current,9784.72,6360.07,3424.65,0,632,OK,632,15.84,15.84,OK,143900,10+ years,10+ years,RENT,CT,Connecticut,OK
LN000229,B,B4,OK,home_improvement,60,26200,26200,OK,11.59,11.59,OK,577.39,6/22/2021,7/25/2021,OK,Charged Off,2771.59,1940.11,831.48,24259.89,702,OK,702,36.55,36.55,OK,117300,2 years,2 years,RENT,AZ,Arizona,OK
LN001064,D,D4,OK,car,60,13000,13000,OK,20.97,20.97,OK,351.47,10/28/2022,11/29/2022,OK,Current,5623.52,3655.29,1968.23,0,641,OK,641,23.45,23.45,OK,88500,< 1 year,< 1 year,RENT,DE,Delaware,OK
LN002591,G,G2,OK,wedding,60,10700,10700,OK,32.86,32.86,OK,365.21,3/2/2023,4/4/2023,OK,Current,16799.66,10919.78,5879.88,0,740,OK,740,5.64,5.64,OK,129400,< 1 year,< 1 year,MORTGAGE,KS,Kansas,OK
LN000243,F,F2,OK,debt_consolidation,36,24300,24300,OK,27.7,27.7,OK,1001.2,7/26/2022,8/28/2022,OK,Current,20024,13015.6,7008.4,0,674,OK,674,37.94,37.94,OK,231800,4 years,4 years,MORTGAGE,UT,Utah,OK
LN003173,E,E4,OK,credit_card,36,12900,12900,OK,26.08,26.08,OK,520.3,7/1/2023,8/4/2023,OK,Fully Paid,18756.38,12900,5856.38,0,641,OK,641,5.41,5.41,OK,106000,1 year,1 year,MORTGAGE,FL,Florida,OK
LN001161,C,C1,OK,car,60,26400,26400,OK,13.44,13.44,OK,606.64,4/16/2022,5/20/2022,OK,Charged Off,13046.43,9132.5,3913.93,17267.5,800,OK,800,36.7,36.7,OK,174500,8 years,8 years,RENT,GA,Georgia,OK
LN003009,F,F4,OK,moving,36,21500,21500,OK,28.51,28.51,OK,895.25,11/8/2023,12/6/2023,OK,Current,21486,13965.9,7520.1,0,693,OK,693,22.96,22.96,OK,191400,10+ years,10+ years,RENT,RI,Rhode Island,OK
LN001497,F,F5,OK,home_improvement,60,28000,28000,OK,29.57,29.57,OK,898.51,3/24/2021,4/27/2021,OK,Charged Off,16693.32,11685.32,5008,16314.68,683,OK,683,15.39,15.39,OK,32400,,MISSING,RENT,CT,Connecticut,OK
LN002564,B,B3,OK,car,36,6300,6300,OK,8.66,8.66,OK,199.34,1/2/2021,1/31/2021,OK,Late (31-120 Days),996.7,697.69,299.01,0,733,OK,733,34.15,34.15,OK,183200,,MISSING,RENT,MO,Missouri,OK
LN001527,B,B5,OK,medical,36,9900,9900,OK,11.79,11.79,OK,327.83,10/14/2021,11/17/2021,OK,Default,327.83,229.48,98.35,0,633,OK,633,28.38,28.38,OK,98300,2 years,2 years,MORTGAGE,WV,West Virginia,OK
LN001606,B,B4,OK,small_business,36,1000,1000,OK,11.23,11.23,OK,32.85,7/11/2023,8/15/2023,OK,Charged Off,294.16,205.91,88.25,794.09,716,OK,716,21.64,21.64,OK,77700,9 years,9 years,RENT,CA,California,OK
LN003342,B,B4,OK,wedding,60,27700,27700,OK,8.92,8.92,OK,573.93,7/2/2021,8/3/2021,OK,Fully Paid,34478.58,27700,6778.58,0,591,OK,591,10.5,10.5,OK,190600,9 years,9 years,OTHER,ID,Idaho,OK
LN002786,E,E1,OK,renewable_energy,36,27700,27700,OK,25.6,25.6,OK,1110.16,2/6/2023,3/10/2023,OK,Current,29974.32,19483.31,10491.01,0,648,OK,648,42.89,42.89,OK,195000,8 years,8 years,MORTGAGE,CA,California,OK
LN003047,A,A4,OK,debt_consolidation,36,6600,6600,OK,7.69,7.69,OK,205.88,3/31/2021,4/30/2021,OK,Fully Paid,7455.06,6600,855.06,0,610,OK,610,36.61,36.61,OK,103400,1 year,1 year,OWN,NH,New Hampshire,OK
LN001990,A,A5,OK,renewable_energy,36,21900,21900,OK,6.09,6.09,OK,667.13,8/3/2023,9/3/2023,OK,Late (31-120 Days),4002.78,2801.95,1200.83,0,797,OK,797,8.38,8.38,OK,152500,3 years,3 years,RENT,OR,Oregon,OK
LN002863,C,C3,OK,major_purchase,60,,,FLAGGED,14.68,14.68,OK,571.66,8/26/2022,9/23/2022,OK,Charged Off,9584.31,6709.02,2875.29,17490.98,792,OK,792,27.96,27.96,OK,135400,8 years,8 years,RENT,NE,Nebraska,OK
LN002363,E,E1,OK,car,60,34900,34900,OK,23.47,23.47,OK,993.29,1/11/2023,2/13/2023,OK,Current,44698.05,29053.73,15644.32,0,703,OK,703,32.97,32.97,OK,194800,4 years,4 years,RENT,SC,South Carolina,OK
LN001976,F,F1,OK,credit_card,60,35400,35400,OK,28.01,28.01,OK,1102.42,4/4/2022,5/5/2022,OK,Current,14331.46,9315.45,5016.01,0,599,OK,599,15.55,15.55,OK,93100,3 years,3 years,RENT,MO,Missouri,OK
LN001762,D,D3,OK,medical,60,36800,36800,OK,21.56,21.56,OK,1007.19,1/29/2023,2/27/2023,OK,Current,34244.46,22258.9,11985.56,0,689,OK,689,43.77,43.77,OK,200300,3 years,3 years,RENT,TX,Texas,OK
LN001306,B,B2,OK,debt_consolidation,60,8200,8200,OK,10.1,10.1,OK,174.63,7/30/2022,9/1/2022,OK,Charged Off,760.6,532.42,228.18,7667.58,698,OK,698,44.33,44.33,OK,35100,7 years,7 years,RENT,NH,New Hampshire,OK
LN001542,B,B1,OK,wedding,36,21200,21200,OK,10.06,10.06,OK,684.66,12/16/2021,1/16/2022,OK,Fully Paid,24521.94,21200,3321.94,0,764,OK,764,21.03,21.03,OK,198400,10+ years,10+ years,RENT,MA,Massachusetts,OK
LN002473,A,A1,OK,moving,36,15700,15700,OK,5.74,5.74,OK,475.78,2/17/2023,3/20/2023,OK,Fully Paid,16966.59,15700,1266.59,0,671,OK,671,32.57,32.57,OK,177200,,MISSING,MORTGAGE,HI,Hawaii,OK
LN000623,A,A5,OK,vacation,60,12000,12000,OK,6.49,6.49,OK,234.74,7/30/2021,9/2/2021,OK,Fully Paid,14259.16,12000,2259.16,0,619,OK,619,38.12,38.12,OK,111200,10+ years,10+ years,MORTGAGE,IA,Iowa,OK
LN002770,B,B5,OK,medical,36,21200,21200,OK,10.99,10.99,OK,693.96,7/23/2022,8/27/2022,OK,Charged Off,6954.11,4867.88,2086.23,16332.12,656,OK,656,12.05,12.05,OK,31400,8 years,8 years,MORTGAGE,ME,Maine,OK
LN001494,E,E2,OK,small_business,36,38100,38100,OK,24.39,24.39,OK,1502.58,10/28/2021,12/1/2021,OK,Charged Off,21759.32,15231.52,6527.8,22868.48,618,OK,618,8.48,8.48,OK,202200,10+ years,10+ years,MORTGAGE,WI,Wisconsin,OK
LN000111,B,B1,OK,wedding,60,18000,18000,OK,8.97,8.97,OK,373.39,8/17/2023,9/19/2023,OK,Charged Off,8953.74,6267.62,2686.12,11732.38,624,OK,624,38.22,38.22,OK,215300,10+ years,10+ years,OWN,ID,Idaho,OK
LN002718,B,B5,OK,medical,36,32900,32900,OK,11.17,11.17,OK,1079.75,12/19/2021,1/21/2022,OK,Fully Paid,38663.73,32900,5763.73,0,769,OK,769,32.93,32.93,OK,187600,< 1 year,< 1 year,MORTGAGE,MN,Minnesota,OK
LN001170,D,D4,OK,wedding,36,35400,35400,OK,17.62,17.62,OK,1273.06,11/26/2021,12/28/2021,OK,Late (31-120 Days),3819.18,2673.43,1145.75,0,779,OK,779,34.86,34.86,OK,178400,3 years,3 years,RENT,ND,North Dakota,OK
LN002942,C,C2,OK,major_purchase,60,18600,18600,OK,12.64,12.64,OK,419.79,3/9/2022,4/12/2022,OK,Current,10494.75,6821.59,3673.16,0,689,OK,689,29.52,29.52,OK,242100,< 1 year,< 1 year,MORTGAGE,GA,Georgia,OK
LN000233,D,D1,OK,vacation,60,16700,16700,OK,20.92,20.92,OK,451.04,10/13/2022,11/17/2022,OK,Charged Off,6906.65,4834.65,2071.99,11865.35,603,OK,603,30.67,30.67,OK,183700,2 years,2 years,MORTGAGE,MS,Mississippi,OK
LN000067,C,C3,OK,debt_consolidation,36,3800,3800,OK,13.67,13.67,OK,129.27,9/8/2021,10/11/2021,OK,Charged Off,700.37,490.26,210.11,3309.74,685,OK,685,27.64,27.64,OK,98700,2 years,2 years,RENT,MO,Missouri,OK
LN003244,C,C5,OK,credit_card,60,5100,5100,OK,15.15,15.15,OK,121.73,4/18/2023,5/16/2023,OK,Fully Paid,7438.2,5100,2338.2,0,722,OK,722,24.53,24.53,OK,110100,< 1 year,< 1 year,MORTGAGE,PA,Pennsylvania,OK
LN002073,G,G4,OK,vacation,36,29700,29700,OK,33.51,33.51,OK,1318.58,9/28/2023,10/30/2023,OK,Charged Off,9926.35,6948.44,2977.91,22751.56,699,OK,699,5.48,5.48,OK,125900,4 years,4 years,RENT,AR,Arkansas,OK
LN002193,F,F5,OK,renewable_energy,60,9300,9300,OK,30.6,30.6,OK,304.32,12/2/2023,12/31/2023,OK,Fully Paid,18122.87,9300,8822.87,0,803,OK,803,7.68,7.68,OK,100700,1 year,1 year,MORTGAGE,MS,Mississippi,OK
LN000537,C,C3,OK,small_business,36,38800,38800,OK,14.46,14.46,OK,1334.78,7/3/2021,8/1/2021,OK,Charged Off,3381.83,2367.28,1014.55,36432.72,591,OK,591,21.7,21.7,OK,151800,6 years,6 years,MORTGAGE,MO,Missouri,OK
LN000126,B,B4,OK,credit_card,60,9000,9000,OK,10.04,10.04,OK,191.4,12/21/2021,1/25/2022,OK,Charged Off,2133.95,1493.76,640.18,7506.24,616,OK,616,17.5,17.5,OK,155700,8 years,8 years,MORTGAGE,MT,Montana,OK
LN002134,D,D1,OK,home_improvement,36,8600,8600,OK,21.53,21.53,OK,326.35,6/12/2021,7/13/2021,OK,Current,1305.4,848.51,456.89,0,673,OK,673,20.45,20.45,OK,141000,4 years,4 years,MORTGAGE,KS,Kansas,OK
LN001255,B,B5,OK,wedding,60,38400,38400,OK,-11.92,,NEGATIVE_RATE,852.64,9/8/2023,10/7/2023,OK,Charged Off,20952.72,14666.9,6285.82,23733.1,681,OK,681,35.57,35.57,OK,124400,7 years,7 years,MORTGAGE,ON,,INVALID_STATE
LN002970,B,B1,OK,vacation,36,,,FLAGGED,10.91,10.91,OK,166.75,10/5/2023,9/29/2023,DATE_SEQUENCE_ERROR,Fully Paid,6113.82,5100,1013.82,0,761,OK,761,34.7,34.7,OK,27400,< 1 year,< 1 year,OWN,NM,New Mexico,OK
LN001977,A,A1,OK,wedding,36,33800,33800,OK,6.64,6.64,OK,1038.09,4/19/2023,5/19/2023,OK,Current,22837.98,14844.69,7993.29,0,680,OK,680,44.07,44.07,OK,155400,5 years,5 years,RENT,SD,South Dakota,OK
LN002943,B,B4,OK,renewable_energy,36,27800,27800,OK,8.72,8.72,OK,880.41,4/21/2021,5/22/2021,OK,Current,19369.02,12589.86,6779.16,0,791,OK,791,34.48,34.48,OK,32500,1 year,1 year,MORTGAGE,NM,New Mexico,OK
LN002848,B,B5,OK,moving,60,30700,30700,OK,10.72,10.72,OK,663.21,9/20/2022,10/22/2022,OK,Current,24538.77,15950.2,8588.57,0,,NULL,,30.61,30.61,OK,212500,8 years,8 years,MORTGAGE,GA,Georgia,OK
LN002076,A,A3,OK,major_purchase,60,22600,22600,OK,6.34,6.34,OK,440.5,9/8/2022,10/9/2022,OK,Fully Paid,26605.05,22600,4005.05,0,712,OK,712,17.12,17.12,OK,191700,10+ years,10+ years,MORTGAGE,MS,Mississippi,OK
LN000485,C,C1,OK,medical,36,7900,7900,OK,12.62,12.62,OK,264.74,7/23/2023,8/24/2023,OK,Current,3706.36,2409.13,1297.23,0,744,OK,744,39.1,39.1,OK,224000,9 years,9 years,RENT,CO,Colorado,OK
LN001655,E,E3,OK,renewable_energy,36,4600,4600,OK,24.37,24.37,OK,181.37,7/18/2022,8/20/2022,OK,Fully Paid,6426.55,4600,1826.55,0,624,OK,624,40.67,40.67,OK,148900,3 years,3 years,MORTGAGE,PA,Pennsylvania,OK
LN003207,C,C3,OK,vacation,36,12500,12500,OK,15.72,15.72,OK,437.74,4/20/2023,5/21/2023,OK,Fully Paid,15734.16,12500,3234.16,0,766,OK,766,17.81,17.81,OK,139400,8 years,8 years,MORTGAGE,CO,Colorado,OK
LN002719,A,A5,OK,moving,60,13100,13100,OK,5.87,5.87,OK,252.47,4/1/2022,4/29/2022,OK,Fully Paid,14999.12,13100,1899.12,0,787,OK,787,29.1,29.1,OK,149700,5 years,5 years,RENT,WA,Washington,OK
LN002878,F,F1,OK,credit_card,60,24100,24100,OK,28.35,28.35,OK,755.47,9/26/2023,10/27/2023,OK,Current,33996.15,22097.5,11898.65,0,713,OK,713,30.26,30.26,OK,60900,5 years,5 years,RENT,KS,Kansas,OK
LN001775,D,D1,OK,small_business,60,26200,26200,OK,20.62,20.62,OK,703.21,10/19/2023,11/23/2023,OK,Current,7735.31,5027.95,2707.36,0,675,OK,675,9.65,9.65,OK,237800,3 years,3 years,MORTGAGE,NJ,New Jersey,OK
LN002411,C,C5,OK,car,60,,,FLAGGED,13.26,13.26,OK,695.75,7/13/2022,8/15/2022,OK,Fully Paid,40972.84,30400,10572.84,0,740,OK,740,8.05,8.05,OK,220900,6 years,6 years,RENT,TN,Tennessee,OK
LN000919,B,B4,OK,major_purchase,60,9600,9600,OK,9.63,9.63,OK,202.23,1/12/2023,2/10/2023,OK,Fully Paid,12041.84,9600,2441.84,0,709,OK,709,33.01,33.01,OK,146300,8 years,8 years,OWN,MT,Montana,OK
LN001647,D,D5,OK,renewable_energy,36,6300,6300,OK,18.65,18.65,OK,229.82,9/29/2021,10/31/2021,OK,Charged Off,1491.14,1043.8,447.34,5256.2,644,OK,644,5.65,5.65,OK,54900,2 years,2 years,OWN,WV,West Virginia,OK
LN001027,D,D3,OK,educational,36,17400,17400,OK,18.02,18.02,OK,629.23,1/4/2021,2/8/2021,OK,Charged Off,2529.59,1770.71,758.88,15629.29,765,OK,765,33.91,33.91,OK,144300,7 years,7 years,RENT,SD,South Dakota,OK
LN001031,C,C3,OK,home_improvement,60,,,FLAGGED,15.25,15.25,OK,932.93,10/2/2021,11/2/2021,OK,Fully Paid,56334.71,39000,17334.71,0,595,OK,595,5.39,5.39,OK,163200,10+ years,10+ years,MORTGAGE,ME,Maine,OK
LN000883,B,B4,OK,debt_consolidation,60,4000,4000,OK,11.7,11.7,OK,88.37,1/11/2021,2/13/2021,OK,Fully Paid,5288.88,4000,1288.88,0,588,OK,588,43.39,43.39,OK,158900,9 years,9 years,OWN,OR,Oregon,OK
LN002666,A,A3,OK,moving,60,22900,22900,OK,6.6,6.6,OK,449.14,3/5/2021,4/2/2021,OK,Current,10779.36,7006.58,3772.78,0,634,OK,634,44.24,44.24,OK,80900,10+ years,10+ years,MORTGAGE,NV,Nevada,OK
LN000365,C,C5,OK,renewable_energy,60,22300,22300,OK,13.46,13.46,OK,512.66,2/26/2022,3/28/2022,OK,Charged Off,4946.37,3462.46,1483.91,18837.54,734,OK,734,18.17,18.17,OK,247000,1 year,1 year,MORTGAGE,PA,Pennsylvania,OK
LN002126,G,G3,OK,moving,60,24000,24000,OK,34.03,34.03,OK,836.92,12/6/2023,1/6/2024,OK,Late (31-120 Days),6695.36,4686.75,2008.61,0,664,OK,664,21.67,21.67,OK,54500,4 years,4 years,OWN,IN,Indiana,OK
LN000028,A,A3,OK,debt_consolidation,36,23200,23200,OK,6.04,6.04,OK,706.21,4/16/2021,5/19/2021,OK,Charged Off,13718.85,9603.19,4115.65,13596.81,609,OK,609,20.41,20.41,OK,102800,3 years,3 years,MORTGAGE,AL,Alabama,OK
LN000474,C,C1,OK,debt_consolidation,36,34700,34700,OK,15.94,15.94,OK,1218.92,8/15/2021,9/16/2021,OK,Late (31-120 Days),3656.76,2559.73,1097.03,0,705,OK,705,22.23,22.23,OK,152900,8 years,8 years,OWN,DE,Delaware,OK
LN000526,B,B4,OK,major_purchase,60,13500,13500,OK,9.03,9.03,OK,280.43,4/6/2023,5/10/2023,OK,Current,3084.73,2005.07,1079.66,0,785,OK,785,22.15,22.15,OK,192600,10+ years,10+ years,MORTGAGE,ND,North Dakota,OK
LN000726,D,D5,OK,renewable_energy,36,24600,24600,OK,21.38,21.38,OK,931.61,12/30/2023,1/28/2024,OK,Fully Paid,34066.65,24600,9466.65,0,627,OK,627,15.67,15.67,OK,220000,7 years,7 years,OWN,KY,Kentucky,OK
LN000056,G,G5,OK,wedding,60,35400,35400,OK,35.29,35.29,OK,1262.94,10/29/2022,11/26/2022,OK,Current,17681.16,11492.75,6188.41,0,700,OK,700,25.76,25.76,OK,206100,10+ years,10+ years,RENT,PA,Pennsylvania,OK
LN000639,B,B4,OK,home_improvement,36,38900,38900,OK,10.87,10.87,OK,1271.14,8/8/2022,9/11/2022,OK,Charged Off,4674.41,3272.09,1402.32,35627.91,582,OK,582,32.47,32.47,OK,88600,7 years,7 years,RENT,OR,Oregon,OK
LN000303,D,D3,OK,credit_card,36,32000,32000,OK,21.96,21.96,OK,1221.43,7/3/2023,8/7/2023,OK,Fully Paid,44552.54,32000,12552.54,0,733,OK,733,10.71,10.71,OK,99400,,MISSING,OWN,HI,Hawaii,OK
LN003126,C,C2,OK,home_improvement,60,26900,26900,OK,14.28,14.28,OK,629.83,3/26/2022,4/24/2022,OK,Current,31491.5,20469.48,11022.02,0,690,OK,690,6.34,6.34,OK,170000,9 years,9 years,MORTGAGE,PA,Pennsylvania,OK
LN001277,D,D4,OK,major_purchase,36,,,FLAGGED,19.25,19.25,OK,176.56,1/6/2022,2/7/2022,OK,Current,4590.56,2983.86,1606.7,0,648,OK,648,41.65,41.65,OK,68100,9 years,9 years,RENT,ME,Maine,OK
LN003410,E,E1,OK,educational,36,7500,7500,OK,26.8,26.8,OK,305.38,7/3/2023,8/5/2023,OK,Late (31-120 Days),3664.56,2565.19,1099.37,0,637,OK,637,14.42,14.42,OK,81600,2 years,2 years,MORTGAGE,MD,Maryland,OK
LN000625,A,A3,OK,small_business,60,10900,10900,OK,7.1,7.1,OK,216.35,8/10/2022,9/13/2022,OK,Fully Paid,12889.31,10900,1989.31,0,782,OK,782,28.22,28.22,OK,47100,10+ years,10+ years,MORTGAGE,NJ,New Jersey,OK
LN002056,A,A3,OK,medical,36,35300,35300,OK,5.18,5.18,OK,1060.83,6/8/2022,7/6/2022,OK,Charged Off,7415.73,5191.01,2224.72,30108.99,660,OK,660,11.3,11.3,OK,150800,6 years,6 years,RENT,AK,Alaska,OK
LN001281,F,F3,OK,debt_consolidation,36,4000,4000,OK,30.65,30.65,OK,171.23,3/14/2021,4/11/2021,OK,Fully Paid,6182.62,4000,2182.62,0,580,OK,580,29.42,29.42,OK,214900,10+ years,10+ years,RENT,TX,Texas,OK
LN001050,A,A1,OK,home_improvement,60,29700,29700,OK,5.81,5.81,OK,571.56,2/17/2021,3/17/2021,OK,Charged Off,11787.07,8250.95,3536.12,21449.05,,BELOW_MIN,247,5.97,5.97,OK,190200,3 years,3 years,MORTGAGE,MN,Minnesota,OK
