loan_id,loan_grade,loan_subgrade,loan_purpose,loan_term_months,loan_amount,interest_rate,installment,issue_date,first_payment_date,loan_status,total_payment,principal_received,interest_received,charged_off_amount,credit_score,dti,annual_income,employment_length,home_ownership,addr_state
LN000623,A,A5,vacation,60,12000.0,6.49,234.74,2021-07-30,2021-09-02,Fully Paid,14259.16,12000.0,2259.16,0.0,619.0,38.12,111200,10+ years,MORTGAGE,IA
LN002770,B,B5,medical,36,21200.0,10.99,693.96,2022-07-23,2022-08-27,Charged Off,6954.11,4867.88,2086.23,16332.12,656.0,12.05,31400,8 years,MORTGAGE,ME
LN001494,E,E2,small_business,36,38100.0,24.39,1502.58,2021-10-28,2021-12-01,Charged Off,21759.32,15231.52,6527.8,22868.48,618.0,8.48,202200,10+ years,MORTGAGE,WI
LN000111,B,B1,wedding,60,18000.0,8.97,373.39,2023-08-17,2023-09-19,Charged Off,8953.74,6267.62,2686.12,11732.38,624.0,38.22,215300,10+ years,OWN,ID
LN002276,B,B2,credit_card,60,15300.0,10.52,329.01,2023-11-26,2023-12-26,Default,329.01,230.31,98.7,0.0,724.0,39.86,133600,< 1 year,RENT,IN
LN002718,B,B5,medical,36,32900.0,11.17,1079.75,2021-12-19,2022-01-21,Fully Paid,38663.73,32900.0,5763.73,0.0,769.0,32.93,187600,< 1 year,MORTGAGE,MN
LN001170,D,D4,wedding,36,35400.0,17.62,1273.06,2021-11-26,2021-12-28,Late (31-120 days),3819.18,2673.43,1145.75,0.0,779.0,34.86,178400,3 years,RENT,ND
LN002942,C,C2,major_purchase,60,18600.0,12.64,419.79,2022-03-09,2022-04-12,Current,10494.75,6821.59,3673.16,0.0,689.0,29.52,242100,< 1 year,MORTGAGE,GA
LN000233,D,D1,vacation,60,16700.0,20.92,451.04,2022-10-13,2022-11-17,CHARGED OFF,6906.65,4834.65,2071.99,11865.35,603.0,30.67,183700,2 years,MORTGAGE,MS
LN000067,C,C3,debt_consolidation,36,3800.0,13.67,129.27,2021-09-08,2021-10-11,Charged Off,700.37,490.26,210.11,3309.74,685.0,27.64,98700,2 years,RENT,MO
LN003244,C,C5,credit_card,60,5100.0,15.15,121.73,2023-04-18,2023-05-16,Fully Paid,7438.2,5100.0,2338.2,0.0,722.0,24.53,110100,< 1 year,MORTGAGE,PA
LN002073,G,G4,vacation,36,29700.0,33.51,1318.58,2023-09-28,2023-10-30,Charged Off,9926.35,6948.44,2977.91,22751.56,699.0,5.48,125900,4 years,RENT,AR
LN002193,F,F5,renewable_energy,60,9300.0,30.6,304.32,2023-12-02,2023-12-31,Fully Paid,18122.87,9300.0,8822.87,0.0,803.0,7.68,100700,1 year,MORTGAGE,MS
LN000537,C,C3,small_business,36,38800.0,14.46,1334.78,2021-07-03,2021-08-01,Charged Off,3381.83,2367.28,1014.55,36432.72,591.0,21.7,151800,6 years,MORTGAGE,MO
LN000126,B,B4,credit_card,60,9000.0,10.04,191.4,2021-12-21,2022-01-25,Charged Off,2133.95,1493.76,640.18,7506.24,616.0,17.5,155700,8 years,MORTGAGE,MT
LN002134,D,D1,home_improvement,36,8600.0,21.53,326.35,2021-06-12,2021-07-13,Current,1305.4,848.51,456.89,0.0,673.0,20.45,141000,4 years,MORTGAGE,KS
LN001255,B,B5,wedding,60,38400.0,-11.92,852.64,2023-09-08,2023-10-07,Charged Off,20952.72,14666.9,6285.82,23733.1,681.0,35.57,124400,7 years,MORTGAGE,ON
LN002970,B,B1,vacation,36,,10.91,166.75,2023-10-05,2023-09-29,Fully Paid,6113.82,5100.0,1013.82,0.0,761.0,34.7,27400,< 1 year,OWN,NM
LN001977,A,A1,wedding,36,33800.0,6.64,1038.09,2023-04-19,2023-05-19,Current,22837.98,14844.69,7993.29,0.0,680.0,44.07,155400,5 years,RENT,SD
LN002943,B,B4,renewable_energy,36,27800.0,8.72,880.41,2021-04-21,2021-05-22,Current,19369.02,12589.86,6779.16,0.0,791.0,34.48,32500,1 year,MORTGAGE,NM
LN002848,B,B5,moving,60,30700.0,10.72,663.21,2022-09-20,2022-10-22,Current,24538.77,15950.2,8588.57,0.0,,30.61,212500,8 years,MORTGAGE,GA
LN002076,A,A3,major_purchase,60,22600.0,6.34,440.5,2022-09-08,2022-10-09,Fully Paid,26605.05,22600.0,4005.05,0.0,712.0,17.12,191700,10+ years,MORTGAGE,MS
LN000485,C,C1,medical,36,7900.0,12.62,264.74,2023-07-23,2023-08-24,Current,3706.36,2409.13,1297.23,0.0,744.0,39.1,224000,9 years,RENT,CO
LN001655,E,E3,renewable_energy,36,4600.0,24.37,181.37,2022-07-18,2022-08-20,Fully Paid,6426.55,4600.0,1826.55,0.0,624.0,40.67,148900,3 years,MORTGAGE,PA
LN003207,C,C3,vacation,36,12500.0,15.72,437.74,2023-04-20,2023-05-21,Fully Paid,15734.16,12500.0,3234.16,0.0,766.0,17.81,139400,8 years,MORTGAGE,CO
LN002719,A,A5,moving,60,13100.0,5.87,252.47,2022-04-01,2022-04-29,Fully Paid,14999.12,13100.0,1899.12,0.0,787.0,29.1,149700,5 years,RENT,WA
LN002878,F,F1,credit_card,60,24100.0,28.35,755.47,2023-09-26,2023-10-27,Current,33996.15,22097.5,11898.65,0.0,713.0,30.26,60900,5 years,RENT,KS
LN001775,D,D1,small_business,60,26200.0,20.62,703.21,2023-10-19,2023-11-23,Current,7735.31,5027.95,2707.36,0.0,675.0,9.65,237800,3 years,MORTGAGE,NJ
LN002411,C,C5,car,60,,13.26,695.75,2022-07-13,2022-08-15,Fully Paid,40972.84,30400.0,10572.84,0.0,740.0,8.05,220900,6 years,RENT,TN
LN000919,B,B4,major_purchase,60,9600.0,9.63,202.23,2023-01-12,2023-02-10,Fully Paid,12041.84,9600.0,2441.84,0.0,709.0,33.01,146300,8 years,OWN,MT
LN001647,D,D5,renewable_energy,36,6300.0,18.65,229.82,2021-09-29,2021-10-31,Charged Off,1491.14,1043.8,447.34,5256.2,644.0,5.65,54900,2 years,OWN,WV
LN001027,D,D3,educational,36,17400.0,18.02,629.23,2021-01-04,2021-02-08,Charged Off,2529.59,1770.71,758.88,15629.29,765.0,33.91,144300,7 years,RENT,SD
LN001031,C,C3,home_improvement,60,,15.25,932.93,2021-10-02,2021-11-02,Fully Paid,56334.71,39000.0,17334.71,0.0,595.0,5.39,163200,10+ years,MORTGAGE,ME
LN000883,B,B4,debt_consolidation,60,4000.0,11.7,88.37,2021-01-11,2021-02-13,Fully Paid,5288.88,4000.0,1288.88,0.0,588.0,43.39,158900,9 years,OWN,OR
LN001336,A,A3,home_improvement,36,34900.0,7.54,1086.25,2021-09-17,2021-10-18,Fully Paid,38364.3,34900.0,3464.3,0.0,657.0,14.07,75500,8 years,RENT,MT
LN002666,A,A3,moving,60,22900.0,6.6,449.14,2021-03-05,2021-04-02,Current,10779.36,7006.58,3772.78,0.0,634.0,44.24,80900,10+ years,MORTGAGE,NV
LN000365,C,C5,renewable_energy,60,22300.0,13.46,512.66,2022-02-26,2022-03-28,Charged Off,4946.37,3462.46,1483.91,18837.54,734.0,18.17,247000,1 year,MORTGAGE,PA
LN002126,G,G3,moving,60,24000.0,34.03,836.92,2023-12-06,2024-01-06,Late (31-120 days),6695.36,4686.75,2008.61,0.0,664.0,21.67,54500,4 years,OWN,IN
LN000028,A,A3,debt_consolidation,36,23200.0,6.04,706.21,2021-04-16,2021-05-19,Charged Off,13718.85,9603.19,4115.65,13596.81,609.0,20.41,102800,3 years,MORTGAGE,AL
LN000474,C,C1,debt_consolidation,36,34700.0,15.94,1218.92,2021-08-15,2021-09-16,Late (31-120 days),3656.76,2559.73,1097.03,0.0,705.0,22.23,152900,8 years,OWN,DE
LN000526,B,B4,major_purchase,60,13500.0,9.03,280.43,2023-04-06,2023-05-10,Current,3084.73,2005.07,1079.66,0.0,785.0,22.15,192600,10+ years,MORTGAGE,ND
LN000726,D,D5,renewable_energy,36,24600.0,21.38,931.61,2023-12-30,2024-01-28,Fully Paid,34066.65,24600.0,9466.65,0.0,627.0,15.67,220000,7 years,OWN,KY
LN000056,G,G5,wedding,60,35400.0,35.29,1262.94,2022-10-29,2022-11-26,Current,17681.16,11492.75,6188.41,0.0,700.0,25.76,206100,10+ years,RENT,PA
LN000639,B,B4,home_improvement,36,38900.0,10.87,1271.14,2022-08-08,2022-09-11,Charged Off,4674.41,3272.09,1402.32,35627.91,582.0,32.47,88600,7 years,RENT,OR
LN000303,D,D3,credit_card,36,32000.0,21.96,1221.43,2023-07-03,2023-08-07,Fully Paid,44552.54,32000.0,12552.54,0.0,733.0,10.71,99400,,OWN,HI
LN003126,C,C2,home_improvement,60,26900.0,14.28,629.83,2022-03-26,2022-04-24,Current,31491.5,20469.48,11022.02,0.0,690.0,6.34,170000,9 years,MORTGAGE,PA
LN001277,D,D4,major_purchase,36,,19.25,176.56,2022-01-06,2022-02-07,Current,4590.56,2983.86,1606.7,0.0,648.0,41.65,68100,9 years,RENT,ME
LN003410,E,E1,educational,36,7500.0,26.8,305.38,2023-07-03,2023-08-05,Late (31-120 days),3664.56,2565.19,1099.37,0.0,637.0,14.42,81600,2 years,MORTGAGE,MD
LN000625,A,A3,small_business,60,10900.0,7.1,216.35,2022-08-10,2022-09-13,Fully Paid,12889.31,10900.0,1989.31,0.0,782.0,28.22,47100,10+ years,MORTGAGE,NJ
LN002056,A,A3,medical,36,35300.0,5.18,1060.83,2022-06-08,2022-07-06,Charged Off,7415.73,5191.01,2224.72,30108.99,660.0,11.3,150800,6 years,RENT,AK
LN001281,F,F3,debt_consolidation,36,4000.0,30.65,171.23,2021-03-14,2021-04-11,Fully Paid,6182.62,4000.0,2182.62,0.0,580.0,29.42,214900,10+ years,RENT,TX
LN001050,A,A1,home_improvement,60,29700.0,5.81,571.56,2021-02-17,2021-03-17,Charged Off,11787.07,8250.95,3536.12,21449.05,247.0,5.97,190200,3 years,MORTGAGE,MN
LN000337,B,B3,vacation,60,24700.0,10.94,536.3,2021-09-01,2021-09-29,Fully Paid,32620.19,24700.0,7920.19,0.0,617.0,7.24,185700,< 1 year,OWN,IL
LN000048,D,D3,credit_card,60,40000.0,20.45,1069.8,2021-11-01,2021-12-02,Fully Paid,64147.43,40000.0,24147.43,0.0,765.0,28.58,239800,6 years,OTHER,IL
LN000107,B,B3,credit_card,60,34200.0,9.67,721.11,2021-05-03,2021-06-02,Fully Paid,42897.76,34200.0,8697.76,0.0,792.0,23.9,81800,8 years,OWN,SC
LN002398,C,C1,major_purchase,60,,16.31,641.46,2022-01-16,2022-02-16,Default,6414.6,4490.22,1924.38,0.0,641.0,6.22,53300,10+ years,MORTGAGE,WA
LN001080,C,C1,educational,36,34600.0,16.24,1220.54,2021-08-24,2021-09-28,Charged Off,10442.95,7310.06,3132.89,27289.94,662.0,30.7,106500,10+ years,RENT,IL
LN002287,D,D5,major_purchase,36,5900.0,18.95,216.12,2022-10-10,2022-11-11,Charged Off,1996.8,1397.76,599.04,4502.24,741.0,21.03,217200,10+ years,MORTGAGE,MO
LN002262,D,D5,medical,36,22200.0,18.46,807.72,2021-12-30,2022-02-01,Current,7269.48,4725.16,2544.32,0.0,583.0,16.42,226000,9 years,MORTGAGE,NE
LN001145,F,F4,renewable_energy,36,8200.0,31.11,353.11,2022-02-09,2022-03-15,Fully Paid,12737.0,8200.0,4537.0,0.0,797.0,36.36,191300,6 years,RENT,UT
LN002857,A,A3,vacation,60,30700.0,6.49,600.54,2023-08-25,2023-09-22,Fully Paid,36333.77,30700.0,5633.77,0.0,806.0,25.94,40200,6 years,MORTGAGE,TN
LN002297,B,B4,moving,60,39600.0,11.32,867.33,2023-06-15,2023-07-16,Current,22550.58,14657.88,7892.7,0.0,709.0,23.94,140600,9 years,MORTGAGE,FL
LN001837,D,D4,educational,36,22300.0,17.68,802.62,2021-01-11,2021-02-10,Charged Off,2435.37,1704.76,730.61,20595.24,696.0,12.99,206100,3 years,RENT,FL
LN001754,B,B2,medical,60,17400.0,-10.74,376.07,2021-12-10,2022-01-09,Charged Off,3036.26,2125.38,910.88,15274.62,651.0,5.81,82200,6 years,RENT,VT
LN001102,G,G5,vacation,60,5700.0,33.36,196.35,2021-05-14,2021-06-14,Current,1570.8,1021.02,549.78,0.0,786.0,15.01,244900,,MORTGAGE,KS
LN001969,F,F4,wedding,60,14800.0,29.8,477.01,2021-09-28,2021-11-02,Charged Off,6443.93,4510.75,1933.18,10289.25,625.0,42.77,153000,3 years,RENT,VA
LN002785,B,B5,major_purchase,60,19500.0,9.64,410.87,2023-05-27,2023-07-01,Current,24241.33,15756.86,8484.47,0.0,677.0,24.58,156100,8 years,OWN,OK
LN003289,A,A3,car,36,,5.5,274.78,2022-05-30,2022-06-29,Late (31-120 days),1099.12,769.38,329.74,0.0,630.0,25.88,58800,2 years,MORTGAGE,MA
LN000524,E,E1,moving,36,6300.0,23.25,244.69,2023-05-05,2023-06-03,Current,6361.94,4135.26,2226.68,0.0,620.0,34.13,205800,8 years,OWN,CT
LN002281,D,D1,debt_consolidation,60,37000.0,18.93,958.38,2021-09-23,2021-10-22,Charged Off,10082.82,7057.97,3024.85,29942.03,720.0,6.94,143000,,RENT,CO
LN002693,E,E3,debt_consolidation,36,9800.0,-26.33,396.57,2022-09-23,2022-10-27,Late (31-120 days),2379.42,1665.59,713.83,0.0,678.0,16.69,111100,3 years,RENT,UT
LN001429,E,E4,home_improvement,36,4200.0,23.91,164.58,2021-10-05,2021-11-03,Charged Off,916.24,641.37,274.87,3558.63,663.0,38.27,112100,10+ years,MORTGAGE,NM
LN002582,B,B3,debt_consolidation,36,27100.0,9.31,865.69,2023-04-27,2023-05-30,Current,2597.07,1688.1,908.97,0.0,601.0,24.9,91900,5 years,OWN,RI
LN003125,A,A1,major_purchase,36,17400.0,7.05,537.66,2022-01-12,2022-02-10,Late (31-120 days),2688.3,1881.81,806.49,0.0,978.0,229.88,151200,2 years,MORTGAGE,MT
LN000604,A,A1,credit_card,36,29900.0,5.49,902.72,2023-04-10,2023-05-14,Default,10832.64,7582.85,3249.79,0.0,669.0,25.38,225100,7 years,RENT,AR
LN001490,B,B3,moving,60,5200.0,10.22,111.05,2021-02-16,2021-03-22,Charged Off,726.7,508.69,218.01,4691.31,661.0,35.27,76600,9 years,MORTGAGE,ID
LN002811,A,A2,small_business,36,10400.0,5.87,315.78,2021-04-10,2021-05-10,Current,10420.74,6773.48,3647.26,0.0,606.0,44.23,102100,6 years,RENT,AR
LN002921,C,C1,medical,36,36600.0,14.38,1257.67,2021-04-09,2021-05-12,Current,10061.36,6539.88,3521.48,0.0,709.0,9.48,68700,9 years,RENT,ID
LN000061,G,G2,vacation,36,20600.0,32.76,905.93,2023-12-19,2024-01-18,Current,18118.6,11777.09,6341.51,0.0,777.0,36.6,194900,3 years,MORTGAGE,LA
LN003296,D,D3,home_improvement,60,6000.0,18.34,153.47,2023-08-08,2023-09-08,Current,6752.68,4389.24,2363.44,0.0,677.0,39.78,41900,6 years,MORTGAGE,OR
LN000672,B,B4,renewable_energy,36,14500.0,-11.34,477.05,2023-07-31,2023-08-29,Current,5724.6,3720.99,2003.61,0.0,779.0,31.23,156100,1 year,OWN,NM
LN000093,C,C1,medical,36,,14.6,741.1,2023-05-17,2023-06-20,Current,17786.4,11561.16,6225.24,0.0,636.0,18.32,93800,< 1 year,MORTGAGE,ND
LN000667,A,A4,debt_consolidation,36,1600.0,7.29,49.62,2023-05-16,2023-06-13,Fully Paid,1805.62,1600.0,205.62,0.0,648.0,10.71,30500,9 years,RENT,CT
LN001888,B,B4,car,60,27200.0,11.11,592.89,2021-11-19,2021-12-21,Fully Paid,35148.76,27200.0,7948.76,0.0,656.0,31.98,245600,6 years,MORTGAGE,KY
LN000281,A,A2,small_business,36,35900.0,5.22,1079.5,2023-02-25,2023-03-27,Current,10795.0,7016.75,3778.25,0.0,676.0,6.63,139300,6 years,RENT,PA
LN001720,C,C2,major_purchase,60,8300.0,15.49,199.6,2023-03-05,2023-04-04,Fully Paid,12073.02,8300.0,3773.02,0.0,668.0,35.03,109000,10+ years,RENT,CT
LN000360,B,B4,debt_consolidation,36,38800.0,10.38,1258.9,2022-04-21,2022-05-22,Charged Off,17952.58,12566.81,5385.77,26233.19,720.0,24.32,82800,7 years,MORTGAGE,MO
LN000900,D,D4,renewable_energy,36,11100.0,21.9,423.34,2022-09-21,2022-10-19,Fully Paid,14956.23,11100.0,3856.23,0.0,,14.51,187500,3 years,MORTGAGE,NM
LN001936,G,G3,debt_consolidation,60,2100.0,33.03,71.9,2023-12-24,2024-01-22,Current,3523.1,2290.01,1233.08,0.0,729.0,25.2,203400,4 years,MORTGAGE,IN
LN001995,E,E4,debt_consolidation,36,15300.0,23.51,596.33,2023-03-12,2023-04-14,Late (31-120 days),6559.63,4591.74,1967.89,0.0,795.0,33.58,211300,7 years,MORTGAGE,IA
LN002769,D,D1,home_improvement,60,34700.0,21.02,939.14,2023-09-09,2023-10-12,Fully Paid,55446.39,34700.0,20746.39,0.0,816.0,16.28,151500,4 years,RENT,VA
LN000761,F,F1,major_purchase,60,22300.0,29.89,719.97,2023-04-08,2023-05-07,Late (31-120 days),5759.76,4031.83,1727.93,0.0,613.0,15.82,42000,1 year,OWN,IA
LN002159,B,B1,major_purchase,36,32500.0,11.03,1064.47,2022-09-12,2022-10-11,Fully Paid,38456.16,32500.0,5956.16,0.0,588.0,25.62,111600,10+ years,MORTGAGE,NC
LN003142,B,B5,debt_consolidation,36,30400.0,9.48,973.52,2021-01-23,2021-02-27,fully paid,34464.46,30400.0,4064.46,0.0,760.0,44.34,86600,6 years,OTHER,KY
LN000043,E,E5,debt_consolidation,36,22900.0,25.48,916.32,2021-09-07,2021-10-06,Charged Off,5442.81,3809.97,1632.84,19090.03,797.0,21.8,225700,1 year,MORTGAGE,SD
LN002174,B,B3,educational,60,18700.0,10.68,403.61,2023-10-14,2023-11-16,Charged Off,4809.45,3366.61,1442.83,15333.39,670.0,22.32,146400,< 1 year,MORTGAGE,HI
LN000205,B,B3,home_improvement,60,14700.0,11.07,320.13,2022-06-16,2022-07-15,Current,1280.52,832.34,448.18,0.0,665.0,37.28,136400,5 years,RENT,OR
LN001474,B,B4,home_improvement,36,1400.0,9.09,44.58,2023-10-09,2023-11-08,Fully Paid,1619.44,1400.0,219.44,0.0,755.0,42.55,85700,10+ years,RENT,MI
LN002101,G,G5,home_improvement,36,12400.0,35.85,566.91,2022-08-17,2022-09-16,Current,2834.55,1842.46,992.09,0.0,807.0,23.87,238600,5 years,RENT,SD
LN002594,B,B2,medical,60,1100.0,11.79,24.35,2022-03-27,2022-04-26,Fully Paid,1437.88,1100.0,337.88,0.0,688.0,12.78,135600,9 years,RENT,VT
LN000069,F,F5,small_business,60,22700.0,30.26,738.05,2021-12-12,2022-01-16,CURRENT,11070.75,7195.99,3874.76,0.0,678.0,39.13,68600,2 years,MORTGAGE,OR
LN001876,C,C3,major_purchase,36,11600.0,15.39,404.34,2022-12-17,2023-01-18,Fully Paid,14319.74,11600.0,2719.74,0.0,679.0,13.71,46500,6 years,RENT,WY
LN003417,A,A5,credit_card,36,27900.0,5.51,842.59,2021-10-07,2021-11-11,Current,14324.03,9310.62,5013.41,0.0,655.0,37.95,214900,3 years,OWN,ND
LN002232,B,B4,small_business,36,37400.0,10.77,1220.36,2022-01-23,2022-02-21,Default,10983.24,7688.27,3294.97,0.0,641.0,7.41,212300,4 years,RENT,WA
LN000138,D,D2,medical,60,14800.0,21.67,405.99,2023-04-13,2023-05-15,Fully Paid,24472.11,14800.0,9672.11,0.0,730.0,193.43,45700,7 years,OWN,SD
LN000797,E,E4,vacation,36,34900.0,24.41,1376.75,2022-03-30,2022-04-29,Charged Off,7866.4,5506.48,2359.92,29393.52,609.0,18.9,188000,8 years,MORTGAGE,NM
LN002181,A,A2,vacation,36,37500.0,7.3,1163.04,2021-03-26,2021-04-23,Fully Paid,41388.72,37500.0,3888.72,0.0,715.0,19.26,217400,2 years,MORTGAGE,WY
LN002129,B,B2,medical,36,31000.0,10.61,1009.18,2023-01-08,2023-02-07,Default,6055.08,4238.56,1816.52,0.0,754.0,35.63,101700,2 years,MORTGAGE,FL
LN000759,A,A5,medical,60,,6.5,630.03,2021-07-25,2021-08-28,Current,23311.11,15152.22,8158.89,0.0,758.0,40.67,217900,10+ years,OTHER,TN
LN000542,B,B3,credit_card,36,6000.0,10.4,194.73,2023-11-22,2023-12-24,Fully Paid,6941.73,6000.0,941.73,0.0,602.0,11.17,191800,7 years,RENT,MA
LN001020,A,A4,moving,60,28700.0,7.58,576.18,2023-04-18,2023-05-17,Fully Paid,34054.94,28700.0,5354.94,0.0,710.0,10.82,52800,5 years,OTHER,CA
LN002744,B,B5,wedding,60,36700.0,10.41,787.19,2023-04-26,2023-05-30,Current,18105.37,11768.49,6336.88,0.0,723.0,20.89,86600,10+ years,RENT,NV
LN000166,F,F5,wedding,60,10100.0,31.22,334.38,2021-03-19,2021-04-21,Fully Paid,19827.79,10100.0,9727.79,0.0,616.0,35.09,188100,10+ years,RENT,OR
LN000249,A,A4,small_business,36,22400.0,6.21,683.58,2023-01-05,2023-02-02,Charged Off,13375.37,9362.76,4012.61,13037.24,,139.35,116000,7 years,MORTGAGE,NM
LN001332,F,F1,major_purchase,60,23800.0,27.87,739.17,2021-07-01,2021-08-02,Fully Paid,43834.17,23800.0,20034.17,0.0,788.0,43.78,139400,8 years,RENT,NC
LN002018,D,D1,wedding,36,4700.0,19.86,174.33,2021-06-13,2021-07-11,Fully Paid,6291.53,4700.0,1591.53,0.0,,33.95,169500,1 year,RENT,GA
LN000447,C,C3,wedding,36,16600.0,13.19,560.84,2023-02-26,2023-03-30,Fully Paid,20086.79,16600.0,3486.79,0.0,653.0,35.79,44300,1 year,RENT,HI
LN002483,C,C3,wedding,36,,14.21,569.04,2021-12-21,2022-01-18,Fully Paid,20082.87,16600.0,3482.87,0.0,725.0,26.28,234300,10+ years,RENT,OH
LN001359,A,A5,home_improvement,36,35500.0,5.62,1073.88,2023-08-15,2023-09-16,Fully Paid,38007.67,35500.0,2507.67,0.0,660.0,29.56,239800,7 years,MORTGAGE,OR
LN002146,E,E1,car,36,32400.0,24.81,1284.96,2023-07-17,2023-08-21,Default,3854.88,2698.42,1156.46,0.0,719.0,17.25,188300,5 years,MORTGAGE,FL
LN001330,A,A3,renewable_energy,36,,5.74,333.35,2023-04-24,2023-05-24,Late (31-120 days),666.7,466.69,200.01,0.0,657.0,36.07,151500,2 years,MORTGAGE,NH
LN003490,E,E4,wedding,60,,26.02,395.37,2022-09-03,2022-10-07,Fully Paid,23873.41,13200.0,10673.41,0.0,811.0,7.78,102500,3 years,MORTGAGE,NH
LN002151,D,D4,vacation,60,6200.0,18.84,160.29,2022-02-19,2022-03-19,Charged Off,2522.63,1765.84,756.79,4434.16,765.0,42.96,218000,9 years,RENT,IA
LN000435,D,D3,small_business,36,7500.0,17.16,267.99,2022-07-21,2022-08-18,Fully Paid,9497.56,7500.0,1997.56,0.0,699.0,23.34,95100,8 years,RENT,ME
LN002123,D,D5,educational,60,16200.0,20.91,437.44,2021-01-13,2021-02-15,Charged Off,8834.84,6184.39,2650.45,10015.61,748.0,15.11,151800,3 years,MORTGAGE,AZ
LN000578,A,A2,wedding,60,16600.0,-7.83,335.24,2022-06-13,2022-07-11,Charged Off,6845.28,4791.7,2053.58,11808.3,670.0,18.59,196600,4 years,MORTGAGE,WI
LN002862,D,D3,small_business,36,16100.0,19.96,598.01,2022-03-27,2022-04-27,Charged Off,9223.67,6456.57,2767.1,9643.43,808.0,16.83,175600,3 years,MORTGAGE,NC
LN003288,A,A2,wedding,36,,7.43,540.69,2023-07-21,2023-08-25,Current,17302.08,11246.35,6055.73,0.0,630.0,26.76,99600,7 years,RENT,NC
LN002449,E,E4,debt_consolidation,60,11100.0,26.48,335.5,2021-05-05,2021-06-04,Fully Paid,20392.12,11100.0,9292.12,0.0,608.0,10.6,57800,5 years,MORTGAGE,ND
LN001849,A,A4,educational,60,,6.68,263.32,2021-05-04,2021-06-01,Late (31-120 days),3159.84,2211.89,947.95,0.0,820.0,17.39,166800,10+ years,RENT,MA
LN000763,C,C4,car,60,23000.0,-15.31,550.92,2023-04-12,2023-05-12,Fully Paid,32550.11,23000.0,9550.11,0.0,737.0,44.3,175600,4 years,RENT,AR
LN000389,F,F2,medical,36,,30.43,1097.07,2023-10-26,2023-11-27,Current,13164.84,8557.15,4607.69,0.0,776.0,39.87,236400,7 years,RENT,WA
LN000236,A,A5,moving,60,35600.0,7.95,720.99,2021-05-12,2021-06-11,Fully Paid,43704.43,35600.0,8104.43,0.0,624.0,42.96,93400,10+ years,MORTGAGE,FL
LN003123,B,B3,medical,36,36400.0,11.74,1204.49,2021-11-09,2021-12-12,Current,31316.74,20355.88,10960.86,0.0,685.0,24.81,153800,6 years,OWN,HI
LN001985,D,D4,small_business,36,32300.0,17.42,1158.35,2021-02-23,2021-03-23,Fully Paid,42378.16,32300.0,10078.16,0.0,772.0,14.23,33300,4 years,MORTGAGE,OR
LN000268,E,E1,vacation,36,17900.0,26.87,729.52,2023-12-17,2024-01-14,Charged Off,6314.63,4420.24,1894.39,13479.76,676.0,21.13,121200,< 1 year,OWN,OR
LN000771,E,E1,credit_card,36,37900.0,26.7,1541.18,2022-10-29,2022-11-30,Current,49317.76,32056.54,17261.22,0.0,688.0,27.9,237500,3 years,MORTGAGE,NJ
LN002166,D,D3,renewable_energy,36,10200.0,17.4,365.69,2023-08-29,2023-10-02,Fully Paid,12997.99,10200.0,2797.99,0.0,666.0,26.41,136100,3 years,RENT,ID
LN000438,A,A5,car,36,36600.0,7.46,1137.82,2023-07-18,2023-08-22,Charged Off,3502.63,2451.84,1050.79,34148.16,772.0,5.5,191500,10+ years,RENT,ME
LN000674,D,D3,home_improvement,60,34400.0,21.61,942.48,2021-12-01,2021-11-22,Fully Paid,56542.25,34400.0,22142.25,0.0,716.0,24.7,244600,9 years,RENT,PA
LN000250,F,F3,moving,36,9700.0,30.86,416.36,2021-11-25,2021-12-25,Fully Paid,14971.44,9700.0,5271.44,0.0,,15.35,99900,10+ years,MORTGAGE,TN
LN002202,C,C5,debt_consolidation,36,4500.0,15.18,156.39,2021-02-02,2021-03-05,Fully Paid,5734.58,4500.0,1234.58,0.0,766.0,37.67,109700,1 year,MORTGAGE,IA
LN001575,E,E4,home_improvement,36,35600.0,26.53,1444.42,2022-01-12,2022-02-09,Charged Off,20253.84,14177.69,6076.15,21422.31,728.0,28.25,233400,,RENT,OR
LN002143,D,D1,credit_card,60,,19.11,247.01,2023-12-20,2024-01-17,Late (31-120 days),1235.05,864.53,370.51,0.0,125.0,33.15,174700,5 years,RENT,WV
LN002082,A,A2,major_purchase,36,7400.0,5.36,222.98,2022-04-02,2022-05-01,Fully Paid,7975.58,7400.0,575.58,0.0,680.0,32.9,101900,10+ years,RENT,KY
LN003137,D,D2,major_purchase,60,28300.0,18.25,722.49,2021-12-29,2022-01-28,Fully Paid,43171.71,28300.0,14871.71,0.0,596.0,21.32,122600,2 years,RENT,WA
LN003075,C,C3,educational,36,17600.0,15.38,613.39,2022-08-09,2022-09-06,Default,3066.95,2146.86,920.08,0.0,780.0,25.74,144800,< 1 year,MORTGAGE,OH
LN003286,B,B5,wedding,60,24400.0,10.53,524.81,2021-10-13,2021-11-15,Fully Paid,30945.88,24400.0,6545.88,0.0,650.0,5.14,102500,< 1 year,OWN,RI
LN000449,D,D3,major_purchase,36,23900.0,19.7,884.56,2023-06-28,2023-06-23,Charged Off,2791.99,1954.39,837.6,21945.61,586.0,21.18,229500,8 years,MORTGAGE,MA
LN001470,G,G3,educational,60,28400.0,35.54,1017.76,2022-02-27,2022-03-31,Charged Off,8104.73,5673.31,2431.42,22726.69,804.0,41.33,235400,7 years,RENT,NJ
