event_id,loan_id,payment_month,payment_date,amount_paid,payment_status
PE0014917,LN002805,4,2023-05-21,887.13,ON_TIME
PE0020311,LN001008,45,2025-01-23,634.39,ON_TIME
PE0007100,LN003006,35,2026-05-30,670.5,ON_TIME
PE0008081,LN000732,6,2023-06-12,52.9,ON_TIME
PE0016463,LN000163,30,2024-02-25,1281.85,ON_TIME
PE0018632,LN002774,27,2023-06-22,132.72,ON_TIME
PE0023601,LN003393,33,2024-01-20,520.64,ON_TIME
PE0022453,LN002006,24,2025-10-24,554.0,ON_TIME
PE0018664,LN003460,7,2022-09-18,1210.76,ON_TIME
PE0020282,LN001008,16,2022-09-06,616.98,ON_TIME
PE0009313,LN002882,24,2023-12-05,159.28,ON_TIME
PE0006173,LN000325,6,2021-07-27,192.2,ON_TIME
PE0003632,LN001974,24,2023-04-24,252.05,ON_TIME
PE0016956,LN001748,11,2022-02-03,291.31,ON_TIME
PE0006273,LN000937,32,2025-03-21,358.05,ON_TIME
PE0000393,LN001044,31,2024-12-22,1134.13,ON_TIME
PE0003192,LN002867,60,2026-07-12,739.34,ON_TIME
PE0000017,LN001917,17,2023-01-05,125.66,ON_TIME
PE0020585,LN002527,9,2023-01-11,821.8,ON_TIME
PE0019057,LN003461,10,2022-11-24,1070.23,ON_TIME
PE0023129,LN002628,32,2026-08-02,798.17,ON_TIME
PE0019878,LN001788,26,2024-03-04,715.21,ON_TIME
PE0023604,LN003393,36,2024-04-19,504.32,ON_TIME
PE0007395,LN003362,23,2024-08-28,1160.98,ON_TIME
PE0021224,LN001694,44,2026-02-20,223.05,ON_TIME
PE0000594,LN002384,56,2028-01-09,443.56,ON_TIME
PE0004720,LN001512,5,2023-03-23,726.11,LATE
PE0005828,LN000676,23,2024-09-18,370.01,ON_TIME
PE0010750,LN001484,26,2025-02-12,32.75,ON_TIME
PE0018740,LN000595,36,2024-12-23,1016.15,ON_TIME
PE0004799,LN003041,46,2026-10-06,712.36,ON_TIME
PE0010635,LN000648,7,2023-04-19,150.08,ON_TIME
PE0004796,LN003041,43,2026-07-08,704.93,ON_TIME
PE0020977,LN002565,3,2022-09-04,1257.66,ON_TIME
PE0011235,LN003397,24,2023-10-05,747.2,ON_TIME
PE0008657,LN002423,38,2025-01-24,747.16,ON_TIME
PE0000164,LN002818,12,2022-01-30,1383.24,ON_TIME
PE0000672,LN002604,14,2022-07-27,193.59,ON_TIME
PE0023010,LN002305,5,2023-10-11,869.52,ON_TIME
PE0014309,LN003363,4,2021-11-01,1346.84,ON_TIME
PE0023407,LN000977,38,2024-07-16,248.89,ON_TIME
PE0016053,LN003435,20,2023-09-19,129.55,ON_TIME
PE0014829,LN001675,17,2023-06-30,71.47,ON_TIME
PE0005543,LN002318,39,2026-02-12,738.38,ON_TIME
PE0007994,LN002277,7,2022-06-13,985.69,ON_TIME
PE0010901,LN003240,1,2023-03-19,1100.49,ON_TIME
PE0007759,LN002670,13,2023-11-23,381.31,ON_TIME
PE0004838,LN003218,13,2023-05-04,1294.12,ON_TIME
PE0018678,LN003460,21,2023-11-12,1197.02,ON_TIME
PE0006549,LN000446,18,2024-04-25,409.96,ON_TIME
PE0004482,LN003178,59,2027-12-16,145.32,ON_TIME
PE0003717,LN001273,8,2022-02-18,739.8,ON_TIME
PE0010838,LN002947,49,2027-11-13,1185.76,ON_TIME
PE0006141,LN001268,54,2025-12-14,449.96,ON_TIME
PE0009957,LN000524,15,2024-07-28,237.26,ON_TIME
PE0001550,LN001127,23,2025-09-03,359.7,ON_TIME
PE0014819,LN001675,7,2022-09-03,75.51,ON_TIME
PE0018429,LN002176,17,2025-04-11,1560.89,ON_TIME
PE0000768,LN002135,27,2023-10-17,710.06,ON_TIME
PE0005694,LN000773,13,2022-07-18,1079.74,ON_TIME
PE0009701,LN002995,11,2024-07-21,1128.19,ON_TIME
PE0023557,LN000105,14,2022-12-13,374.84,ON_TIME
PE0019687,LN000528,56,2026-03-14,733.4,ON_TIME
PE0004518,LN001542,18,2023-06-09,707.38,ON_TIME
PE0012412,LN000652,29,2023-07-16,205.93,ON_TIME
PE0023374,LN000977,5,2021-10-30,238.3,ON_TIME
PE0021308,LN001177,3,2021-10-10,237.01,ON_TIME
PE0003293,LN000827,20,2022-10-03,169.4,ON_TIME
PE0009012,LN001523,34,2025-12-30,467.7,ON_TIME
PE0001404,LN001755,6,2022-01-05,969.41,ON_TIME
PE0001383,LN003156,57,2027-08-14,812.11,ON_TIME
PE0010341,LN002840,5,2022-09-28,374.2,ON_TIME
PE0001639,LN000775,17,2024-01-20,308.01,ON_TIME
PE0014084,LN002122,40,2025-12-09,751.31,ON_TIME
PE0008801,LN003118,11,2024-03-05,987.27,ON_TIME
PE0006407,LN001949,56,2028-03-16,514.47,ON_TIME
PE0009075,LN003286,34,2024-07-29,510.32,ON_TIME
PE0017564,LN003488,5,2022-07-26,483.41,ON_TIME
PE0005449,LN001376,17,2023-11-26,507.92,ON_TIME
PE0012169,LN002789,37,2024-11-08,154.49,ON_TIME
PE0005079,LN003385,2,2023-02-24,1200.6,ON_TIME
PE0013565,LN001802,9,2023-08-26,177.27,ON_TIME
PE0017074,LN002625,59,2027-08-17,546.73,ON_TIME
PE0003851,LN003067,14,2023-03-08,42.05,ON_TIME
PE0021122,LN002962,13,2024-04-02,941.91,ON_TIME
PE0006489,LN001132,18,2023-05-29,651.81,ON_TIME
PE0010146,LN001371,42,2025-02-11,785.38,ON_TIME
PE0013829,LN002429,16,2024-10-03,645.91,ON_TIME
PE0007155,LN003281,11,2022-12-20,253.79,ON_TIME
PE0021739,LN002904,1,2023-08-13,398.23,MISSED
PE0006611,LN000762,8,2023-07-14,427.6,ON_TIME
PE0005180,LN000570,59,2028-04-30,170.12,ON_TIME
PE0020734,LN002701,4,2021-08-21,875.83,ON_TIME
PE0012331,LN001142,53,2025-12-31,257.41,ON_TIME
PE0018269,LN003049,6,2022-06-02,437.28,ON_TIME
PE0019104,LN002474,30,2025-05-12,578.85,ON_TIME
PE0022938,LN001713,2,2022-01-23,496.3,ON_TIME
PE0002495,LN000543,11,2022-03-25,530.12,ON_TIME
PE0019421,LN002130,12,2024-05-26,989.18,ON_TIME
PE0000846,LN000599,24,2023-01-02,163.61,ON_TIME
PE0008735,LN000486,11,2024-10-05,497.63,LATE
PE0011917,LN002803,1,2021-06-11,368.51,ON_TIME
PE0011872,LN000287,36,2026-06-29,63.79,ON_TIME
PE0012416,LN000652,33,2023-11-13,202.48,ON_TIME
PE0007968,LN002310,41,2025-11-20,430.05,ON_TIME
PE0007341,LN002438,1,2021-03-05,821.29,ON_TIME
PE0013892,LN002802,1,2021-11-16,760.39,ON_TIME
PE0022488,LN001930,23,2025-05-03,1482.49,ON_TIME
PE0023447,LN003015,18,2025-03-03,162.54,ON_TIME
PE0007138,LN000260,17,2025-03-11,242.02,ON_TIME
PE0002965,LN000610,32,2024-04-17,406.46,ON_TIME
PE0015752,LN003477,25,2024-09-30,146.87,ON_TIME
PE0018914,LN002797,48,2026-02-28,930.31,ON_TIME
PE0015477,LN002745,30,2024-01-19,1063.67,ON_TIME
PE0005773,LN001568,32,2025-12-07,593.19,ON_TIME
PE0017433,LN001418,6,2021-10-01,544.4,ON_TIME
PE0018345,LN003105,53,2026-07-08,969.5,ON_TIME
PE0002531,LN003172,11,2022-06-25,330.31,ON_TIME
PE0011139,LN000974,17,2025-02-13,97.16,MISSED
PE0022163,LN003383,9,2022-08-23,1267.7,LATE
PE0014717,LN003317,4,2021-11-01,170.68,ON_TIME
PE0008430,LN000501,1,2022-12-12,252.07,ON_TIME
PE0004918,LN000158,7,2023-05-04,688.54,ON_TIME
PE0005902,LN001824,1,2023-11-21,561.34,ON_TIME
PE0008287,LN002983,9,2023-08-28,873.96,ON_TIME
PE0020644,LN002015,10,2024-03-05,403.0,ON_TIME
PE0021941,LN002208,53,2026-08-25,416.82,ON_TIME
PE0005657,LN001692,26,2025-05-25,114.98,ON_TIME
PE0016128,LN000861,10,2024-06-08,166.57,ON_TIME
PE0005908,LN001824,7,2024-05-19,576.3,ON_TIME
PE0007374,LN003362,2,2022-12-07,1258.24,ON_TIME
PE0019363,LN000421,12,2023-03-25,782.66,ON_TIME
PE0022310,LN001352,27,2024-10-19,1177.51,ON_TIME
PE0006722,LN000549,49,2027-03-03,438.17,ON_TIME
PE0022803,LN001272,2,2022-09-24,968.97,ON_TIME
PE0012687,LN000338,36,2026-05-28,238.93,ON_TIME
PE0008265,LN000109,3,2022-08-10,998.06,ON_TIME
PE0007694,LN002082,16,2023-07-26,229.96,ON_TIME
PE0019523,LN000517,10,2022-07-30,712.95,ON_TIME
PE0008326,LN002668,20,2023-12-12,761.77,ON_TIME
PE0023579,LN003393,11,2022-03-31,536.09,ON_TIME
PE0012266,LN000232,27,2023-10-11,753.88,LATE
PE0011422,LN001205,14,2023-05-03,120.11,ON_TIME
PE0001827,LN001703,14,2023-02-18,847.79,ON_TIME
PE0012330,LN001142,52,2025-12-01,263.02,ON_TIME
PE0000561,LN002384,23,2025-04-24,470.24,ON_TIME
PE0004108,LN000997,2,2022-04-11,285.44,ON_TIME
PE0005436,LN001376,4,2022-11-01,540.02,ON_TIME
PE0004438,LN003178,15,2024-05-05,140.6,ON_TIME
PE0010383,LN002840,47,2026-03-11,372.39,ON_TIME
PE0017827,LN003120,1,2023-11-08,1338.02,ON_TIME
PE0004407,LN002363,12,2024-01-06,1023.6,ON_TIME
PE0023116,LN002628,19,2025-07-08,780.71,ON_TIME
PE0018074,LN000206,30,2024-02-08,135.6,ON_TIME
PE0009918,LN002752,12,2023-01-09,614.75,ON_TIME
PE0022471,LN001930,6,2023-12-10,1463.34,ON_TIME
PE0018881,LN002797,15,2023-06-14,981.95,ON_TIME
PE0015097,LN000704,30,2023-09-06,1259.77,ON_TIME
PE0002818,LN002748,3,2021-12-25,232.23,ON_TIME
PE0016725,LN001857,12,2024-04-03,716.98,ON_TIME
PE0018793,LN002320,10,2024-02-16,787.22,ON_TIME
PE0005783,LN001568,42,2026-10-03,575.58,ON_TIME
PE0020961,LN001737,47,2027-09-14,391.41,ON_TIME
PE0016164,LN000398,31,2025-04-14,118.83,ON_TIME
PE0020110,LN000342,5,2022-02-03,597.0,ON_TIME
PE0019170,LN000395,28,2023-04-21,1102.88,ON_TIME
PE0009716,LN002995,26,2025-10-14,1077.61,ON_TIME
PE0010700,LN001276,12,2023-03-19,160.88,ON_TIME
PE0022961,LN002539,16,2024-08-30,843.81,ON_TIME
PE0017397,LN001526,30,2025-02-23,751.6,ON_TIME
PE0004896,LN000264,3,2021-09-20,837.37,ON_TIME
PE0020422,LN002003,10,2022-06-26,145.37,ON_TIME
PE0021841,LN001248,26,2025-09-22,909.14,ON_TIME
PE0000149,LN001005,9,2022-10-25,580.32,ON_TIME
PE0016670,LN001655,1,2022-08-17,181.71,ON_TIME
PE0018753,LN000333,6,2023-11-08,874.29,ON_TIME
PE0008556,LN003434,9,2022-04-02,437.57,ON_TIME
PE0015464,LN002745,17,2022-12-25,1043.56,ON_TIME
PE0004444,LN003178,21,2024-11-01,149.07,ON_TIME
PE0007447,LN001458,2,2021-12-04,85.78,ON_TIME
PE0000237,LN002594,27,2024-06-14,23.47,ON_TIME
PE0015902,LN003200,8,2024-03-23,294.35,ON_TIME
PE0023178,LN001092,34,2023-12-30,375.08,ON_TIME
PE0010755,LN001484,31,2025-07-12,32.63,ON_TIME
PE0007124,LN000260,3,2024-01-16,242.87,ON_TIME
PE0022562,LN000164,25,2025-10-07,1062.81,ON_TIME
PE0010124,LN001371,20,2023-04-23,833.02,ON_TIME
PE0013712,LN000148,32,2025-10-25,1180.1,ON_TIME
PE0003084,LN000906,12,2023-09-07,354.62,ON_TIME
PE0000633,LN000868,35,2024-12-31,115.26,ON_TIME
PE0018878,LN002797,12,2023-03-16,957.21,ON_TIME
PE0002666,LN003008,28,2024-04-03,481.01,ON_TIME
PE0021840,LN001248,25,2025-08-23,923.76,ON_TIME
PE0021740,LN001212,1,2022-08-11,789.5,ON_TIME
PE0010527,LN002737,19,2023-03-01,780.51,ON_TIME
PE0015837,LN001198,41,2026-11-11,1030.68,ON_TIME
PE0010061,LN002437,17,2022-08-24,604.91,ON_TIME
PE0014789,LN002689,16,2024-09-24,1292.36,ON_TIME
PE0012076,LN002741,13,2023-06-17,603.01,LATE
PE0021810,LN001753,60,2027-07-03,34.87,ON_TIME
PE0020596,LN002527,20,2023-12-07,883.8,ON_TIME
PE0014110,LN001351,6,2022-08-21,1229.64,ON_TIME
PE0009687,LN000989,33,2025-12-08,183.63,ON_TIME
PE0020259,LN002333,6,2023-01-09,456.63,ON_TIME
PE0019202,LN001693,24,2023-07-27,793.38,ON_TIME
PE0005250,LN000923,5,2023-04-18,981.5,ON_TIME
PE0008534,LN000462,23,2023-09-30,580.67,ON_TIME
PE0007427,LN003362,55,2027-04-15,1267.69,ON_TIME
PE0012346,LN002206,8,2022-09-22,227.29,ON_TIME
PE0021985,LN000471,13,2023-04-16,559.83,ON_TIME
PE0007980,LN002310,53,2026-11-15,472.43,ON_TIME
PE0022735,LN000272,6,2022-05-23,1177.34,ON_TIME
PE0001736,LN002635,3,2023-07-14,1438.33,ON_TIME
PE0014485,LN000697,17,2024-05-18,1320.24,ON_TIME
PE0004256,LN003380,22,2023-04-08,1202.5,ON_TIME
PE0021555,LN001704,31,2025-05-20,50.9,ON_TIME
PE0002476,LN000664,28,2023-08-28,769.69,ON_TIME
PE0010757,LN001484,33,2025-09-10,33.42,ON_TIME
PE0007528,LN002181,23,2023-02-14,1138.77,ON_TIME
PE0003714,LN001273,5,2021-11-20,683.26,ON_TIME
PE0006705,LN000549,32,2025-10-09,426.08,ON_TIME
PE0018189,LN003437,14,2024-01-06,320.93,ON_TIME
PE0017092,LN001463,8,2024-04-02,1128.58,ON_TIME
PE0022724,LN001395,31,2026-01-18,301.72,ON_TIME
PE0005190,LN001882,9,2023-03-31,296.59,ON_TIME
PE0022111,LN002001,43,2024-12-17,735.23,ON_TIME
PE0016457,LN000163,24,2023-08-29,1257.89,ON_TIME
PE0014211,LN001194,11,2021-12-19,448.32,ON_TIME
PE0007844,LN003448,38,2026-01-24,264.29,ON_TIME
PE0012641,LN001764,26,2023-09-18,212.82,ON_TIME
PE0014053,LN002122,9,2023-05-24,737.37,ON_TIME
PE0013032,LN002709,5,2022-10-29,1288.81,ON_TIME
PE0023257,LN000321,2,2023-10-03,912.66,ON_TIME
PE0006765,LN002425,32,2023-10-16,655.9,ON_TIME
PE0010794,LN002947,5,2024-04-02,1283.44,ON_TIME
PE0001126,LN002189,45,2025-02-12,287.55,ON_TIME
PE0017626,LN000440,10,2024-03-22,1269.81,ON_TIME
PE0023353,LN000678,13,2024-11-27,620.54,ON_TIME
PE0018734,LN000595,30,2024-06-26,1079.16,ON_TIME
PE0011544,LN000355,20,2025-07-20,287.82,ON_TIME
PE0004359,LN001659,12,2024-10-26,1070.85,ON_TIME
PE0014115,LN002316,4,2024-01-05,153.96,ON_TIME
PE0017728,LN002755,32,2026-06-24,331.54,ON_TIME
PE0013355,LN002846,32,2025-01-04,577.36,ON_TIME
PE0021401,LN002749,19,2022-07-31,755.28,ON_TIME
PE0007422,LN003362,50,2026-11-16,1211.06,ON_TIME
PE0006653,LN002955,2,2023-07-10,134.1,ON_TIME
PE0017485,LN000557,6,2021-11-09,955.43,ON_TIME
PE0009161,LN000129,12,2024-08-14,1067.34,ON_TIME
PE0007623,LN001200,4,2021-08-05,380.31,ON_TIME
PE0000988,LN001919,9,2022-01-05,860.99,ON_TIME
PE0016015,LN001721,15,2024-04-17,370.79,ON_TIME
PE0002853,LN001243,14,2023-01-30,110.42,ON_TIME
PE0011696,LN000903,17,2025-04-29,1104.93,ON_TIME
PE0008854,LN001825,10,2024-07-23,242.62,ON_TIME
PE0016337,LN000717,56,2025-09-20,581.12,ON_TIME
PE0014997,LN002253,50,2025-05-04,158.81,ON_TIME
PE0017015,LN002358,7,2022-06-23,967.64,MISSED
PE0017634,LN000440,18,2024-11-17,1268.94,ON_TIME
PE0019564,LN000538,5,2023-03-26,641.98,ON_TIME
PE0016867,LN001870,11,2022-08-11,708.76,ON_TIME
PE0009655,LN000989,1,2023-04-23,175.8,LATE
PE0003041,LN000022,12,2024-01-29,1287.43,ON_TIME
PE0016036,LN003435,3,2022-04-27,137.7,ON_TIME
PE0005011,LN000255,6,2024-06-26,724.63,ON_TIME
PE0022156,LN003383,2,2022-01-25,1239.93,ON_TIME
PE0003274,LN000827,1,2021-03-12,154.69,ON_TIME
PE0007228,LN002829,22,2023-03-15,514.26,ON_TIME
PE0003684,LN000033,50,2026-09-18,456.96,ON_TIME
PE0006808,LN000126,3,2022-03-21,188.17,ON_TIME
PE0012338,LN001142,60,2026-07-29,274.08,ON_TIME
PE0001317,LN002434,27,2024-06-18,1182.1,ON_TIME
PE0003226,LN002242,22,2025-09-27,690.28,ON_TIME
PE0017457,LN001418,30,2023-09-21,527.72,ON_TIME
PE0021200,LN001694,20,2024-03-02,221.1,ON_TIME
PE0021787,LN001753,37,2025-08-12,36.39,ON_TIME
PE0009853,LN003386,7,2022-05-21,497.75,LATE
PE0005753,LN001568,12,2024-04-16,549.43,ON_TIME
PE0010618,LN000720,7,2022-04-29,540.66,LATE
PE0016394,LN000993,8,2023-02-15,518.27,ON_TIME
PE0004617,LN001838,21,2024-06-05,915.67,ON_TIME
PE0019482,LN001309,25,2024-02-20,876.79,ON_TIME
PE0023007,LN002305,2,2023-07-13,899.21,ON_TIME
PE0001301,LN002434,11,2023-02-24,1182.74,ON_TIME
PE0015223,LN001635,36,2026-11-18,994.15,ON_TIME
PE0023061,LN002305,56,2027-12-19,900.81,ON_TIME
PE0013674,LN003348,12,2022-12-31,124.61,ON_TIME
PE0009901,LN003386,55,2026-04-30,481.59,ON_TIME
PE0005496,LN001627,28,2024-08-13,661.76,ON_TIME
PE0009601,LN002321,19,2024-07-13,1362.25,ON_TIME
PE0001799,LN000958,16,2023-12-04,346.67,ON_TIME
PE0012150,LN002789,18,2023-04-18,146.51,ON_TIME
PE0009668,LN000989,14,2024-05-17,187.95,ON_TIME
PE0021432,LN000770,1,2023-12-31,414.51,ON_TIME
PE0006442,LN000322,31,2026-06-21,504.35,ON_TIME
PE0008637,LN002423,18,2023-06-04,748.98,ON_TIME
PE0015601,LN001110,11,2022-12-16,1153.46,ON_TIME
PE0018744,LN001953,4,2023-04-25,743.96,ON_TIME
PE0003655,LN000033,21,2024-05-01,423.28,ON_TIME
PE0007053,LN002074,3,2022-05-11,202.22,ON_TIME
PE0015946,LN000497,14,2023-05-13,356.89,ON_TIME
PE0011372,LN001685,29,2025-06-03,726.13,ON_TIME
PE0015711,LN000122,24,2024-08-03,797.01,ON_TIME
PE0001287,LN003148,33,2024-01-03,647.31,ON_TIME
PE0019915,LN002902,3,2022-04-24,634.4,ON_TIME
PE0020830,LN000523,3,2023-03-13,1087.71,ON_TIME
PE0002138,LN000706,30,2024-05-21,583.53,ON_TIME
PE0010829,LN002947,40,2027-02-16,1185.03,ON_TIME
PE0012209,LN002395,17,2024-03-09,959.04,ON_TIME
PE0012290,LN001142,12,2022-08-19,269.72,LATE
PE0009874,LN003386,28,2024-02-10,501.39,ON_TIME
PE0016490,LN001362,21,2025-04-05,942.68,ON_TIME
PE0013468,LN000422,14,2024-01-14,1075.51,ON_TIME
PE0006895,LN001054,36,2025-05-01,340.66,ON_TIME
PE0009885,LN003386,39,2025-01-05,492.43,ON_TIME
PE0003611,LN001974,3,2021-08-02,258.82,ON_TIME
PE0007152,LN003281,8,2022-09-21,257.4,ON_TIME
PE0017348,LN001679,17,2024-01-21,623.64,ON_TIME
PE0006013,LN002627,32,2026-07-23,244.91,ON_TIME
PE0013646,LN001801,20,2024-03-26,983.87,ON_TIME
PE0014114,LN002316,3,2023-12-06,166.77,ON_TIME
PE0004883,LN001519,2,2022-05-11,652.13,ON_TIME
PE0016525,LN001447,2,2021-05-10,39.84,ON_TIME
PE0013077,LN002959,20,2023-07-25,571.09,ON_TIME
PE0012612,LN000511,11,2022-07-16,256.91,ON_TIME
PE0012047,LN002853,44,2025-02-18,304.04,ON_TIME
PE0004147,LN002497,5,2024-01-03,91.71,ON_TIME
PE0008907,LN002158,3,2023-08-07,439.33,ON_TIME
PE0006543,LN000446,12,2023-10-28,416.62,ON_TIME
PE0004432,LN003178,9,2023-11-07,150.05,ON_TIME
PE0021663,LN001335,47,2026-11-20,800.84,ON_TIME
PE0000407,LN000686,9,2023-02-02,493.32,ON_TIME
PE0023035,LN002305,30,2025-10-30,863.61,ON_TIME
PE0013179,LN002288,12,2023-08-15,263.99,ON_TIME
PE0016174,LN000398,41,2026-02-08,114.14,ON_TIME
PE0008235,LN001209,9,2022-03-30,394.77,ON_TIME
PE0011023,LN001823,23,2025-01-21,392.3,ON_TIME
PE0014052,LN002122,8,2023-04-24,693.36,ON_TIME
PE0011564,LN003255,4,2022-08-01,516.16,ON_TIME
PE0011557,LN000355,33,2026-08-14,269.01,ON_TIME
PE0020784,LN003090,9,2022-04-05,246.0,ON_TIME
PE0016354,LN001503,13,2022-07-01,580.85,ON_TIME
PE0000012,LN001917,12,2022-08-08,134.23,LATE
PE0004761,LN003041,8,2023-08-23,707.78,ON_TIME
PE0001178,LN001186,7,2021-08-19,395.26,ON_TIME
PE0010694,LN001276,6,2022-09-20,157.03,ON_TIME
PE0002864,LN002478,11,2022-07-11,207.53,ON_TIME
PE0006472,LN001132,1,2022-01-04,626.16,ON_TIME
PE0009219,LN003244,34,2026-02-01,117.61,ON_TIME
PE0012041,LN002853,38,2024-08-22,315.77,ON_TIME
PE0002990,LN002722,21,2022-12-17,658.49,ON_TIME
PE0011208,LN003111,33,2026-01-25,737.84,ON_TIME
PE0007011,LN001153,57,2027-09-14,311.85,ON_TIME
PE0011531,LN000355,7,2024-06-25,278.93,ON_TIME
PE0014438,LN001302,34,2025-10-20,216.11,ON_TIME
PE0008928,LN001318,6,2024-01-09,498.67,ON_TIME
PE0012593,LN002758,31,2026-02-02,256.55,ON_TIME
PE0017825,LN001065,11,2022-02-06,142.5,ON_TIME
PE0023365,LN001391,7,2022-12-02,958.54,ON_TIME
PE0002876,LN002599,3,2023-07-03,180.92,ON_TIME
PE0012179,LN002789,47,2025-09-04,154.57,ON_TIME
PE0009109,LN003027,8,2022-03-24,1177.04,LATE
PE0002191,LN000559,13,2024-05-31,139.35,ON_TIME
PE0022232,LN002781,21,2025-08-12,731.67,ON_TIME
PE0003727,LN001273,18,2022-12-15,687.37,ON_TIME
PE0019157,LN000395,15,2022-03-27,1114.4,ON_TIME
PE0016839,LN000096,19,2023-09-15,839.08,LATE
PE0009014,LN001523,36,2026-02-28,450.42,ON_TIME
PE0008190,LN001413,32,2024-11-30,264.51,ON_TIME
PE0001368,LN003156,42,2026-05-21,826.23,ON_TIME
PE0003713,LN001273,4,2021-10-21,699.2,ON_TIME
PE0005451,LN001376,19,2024-01-25,523.63,LATE
PE0017773,LN003291,5,2023-02-28,286.5,ON_TIME
PE0015639,LN001262,13,2022-04-03,587.75,ON_TIME
PE0001001,LN001919,22,2023-01-30,848.27,LATE
PE0007762,LN002670,16,2024-02-21,380.47,ON_TIME
PE0003554,LN002753,18,2024-12-29,62.51,ON_TIME
PE0004115,LN000997,9,2022-11-07,280.74,ON_TIME
PE0001668,LN000124,3,2022-11-02,486.86,MISSED
PE0003174,LN002867,42,2025-01-18,734.85,ON_TIME
PE0015741,LN003477,14,2023-11-05,154.49,ON_TIME
PE0022965,LN002539,20,2024-12-28,840.62,ON_TIME
PE0000489,LN001908,31,2025-03-28,67.79,ON_TIME
PE0019615,LN003071,27,2024-11-16,944.05,LATE
PE0020213,LN001888,27,2024-02-07,578.33,ON_TIME
PE0022053,LN002111,21,2023-06-03,303.68,ON_TIME
PE0012976,LN002708,32,2024-05-12,274.09,ON_TIME
PE0021593,LN002600,9,2023-07-04,229.28,ON_TIME
PE0007849,LN003448,43,2026-06-23,283.72,ON_TIME
PE0005705,LN002268,1,2023-08-29,463.94,ON_TIME
PE0023240,LN002016,10,2022-10-11,456.29,ON_TIME
PE0008134,LN001393,12,2022-03-23,714.48,ON_TIME
PE0017088,LN001463,4,2023-12-04,1107.98,ON_TIME
PE0005106,LN000146,1,2021-09-19,907.13,ON_TIME
PE0022342,LN002724,23,2024-05-24,715.38,ON_TIME
PE0003292,LN000827,19,2022-09-03,155.39,ON_TIME
PE0008126,LN001393,4,2021-07-26,727.37,ON_TIME
PE0011866,LN000287,30,2025-12-31,65.82,ON_TIME
PE0013381,LN002846,58,2027-02-23,584.71,ON_TIME
PE0009520,LN001766,4,2023-01-01,208.76,ON_TIME
PE0023229,LN001964,13,2022-12-18,629.94,ON_TIME
PE0013966,LN002629,15,2025-01-11,542.69,ON_TIME
PE0014288,LN000970,13,2024-10-23,904.21,ON_TIME
PE0013599,LN002839,16,2025-01-07,752.61,ON_TIME
PE0022502,LN001145,1,2022-03-11,350.66,ON_TIME
PE0021294,LN002192,18,2023-12-24,1314.37,ON_TIME
PE0004441,LN003178,18,2024-08-03,144.04,ON_TIME
PE0010056,LN002437,12,2022-03-27,617.78,ON_TIME
PE0017371,LN001526,4,2023-01-05,750.71,ON_TIME
PE0023084,LN000898,8,2022-05-15,154.85,ON_TIME
PE0022780,LN000852,15,2022-05-05,570.79,ON_TIME
PE0022955,LN002539,10,2024-03-03,913.51,ON_TIME
PE0015505,LN002094,10,2023-04-17,414.74,ON_TIME
PE0015578,LN001317,5,2021-08-23,1340.28,ON_TIME
PE0005239,LN001882,58,2027-04-09,306.03,ON_TIME
PE0014647,LN001611,30,2025-05-21,51.55,LATE
PE0015553,LN002792,16,2024-08-26,1200.67,ON_TIME
PE0017583,LN001111,3,2022-12-24,179.72,ON_TIME
PE0012374,LN001775,14,2024-12-12,679.23,ON_TIME
PE0022572,LN001440,5,2023-11-06,855.35,ON_TIME
PE0013670,LN003348,8,2022-09-02,124.57,ON_TIME
PE0007520,LN002181,15,2022-06-19,1109.84,ON_TIME
PE0009992,LN003024,13,2022-07-16,209.34,LATE
PE0009207,LN003244,22,2025-02-06,117.18,ON_TIME
PE0009557,LN000724,19,2024-04-14,635.69,ON_TIME
PE0010226,LN000751,2,2022-02-18,192.34,ON_TIME
PE0004471,LN003178,48,2027-01-20,152.31,ON_TIME
PE0017276,LN002101,7,2023-03-15,592.6,ON_TIME
PE0010986,LN000257,22,2023-01-11,521.28,ON_TIME
PE0001970,LN002308,17,2023-11-01,96.47,ON_TIME
PE0012596,LN002758,34,2026-05-03,265.66,ON_TIME
PE0005758,LN001568,17,2024-09-13,554.54,ON_TIME
PE0006295,LN000937,54,2027-01-10,334.93,ON_TIME
PE0012116,LN002741,53,2026-09-29,636.91,ON_TIME
PE0013606,LN002839,23,2025-08-05,695.66,ON_TIME
PE0007596,LN001009,31,2026-02-01,1318.21,ON_TIME
PE0009111,LN003027,10,2022-05-23,1214.37,ON_TIME
PE0003250,LN000003,10,2022-08-24,196.21,ON_TIME
PE0006571,LN001091,4,2024-02-04,1237.74,ON_TIME
PE0006639,LN000762,36,2025-10-31,436.06,ON_TIME
PE0015399,LN001794,7,2024-05-15,1138.6,ON_TIME
PE0012505,LN000816,3,2021-12-12,909.02,ON_TIME
PE0000126,LN000484,46,2027-01-14,896.3,ON_TIME
PE0016171,LN000398,38,2025-11-10,116.34,ON_TIME
PE0005371,LN000058,5,2023-08-06,605.55,ON_TIME
PE0001240,LN001250,46,2026-08-15,523.46,ON_TIME
PE0002290,LN003234,23,2023-03-20,729.09,LATE
PE0019125,LN002474,51,2027-02-01,550.71,ON_TIME
PE0008468,LN000088,29,2024-11-28,711.21,ON_TIME
PE0020970,LN001737,56,2028-06-10,374.83,ON_TIME
